"DATE"	"PERMNO"	"CUSIP"	"COMPANY.NAME"	"TICKER"	"EXCHANGE"	"ZLIST"	"SHARE.CLASS"	"SIC"	"GICS"	"PRICE"	"RETURN"	"VOLUME"	"SHARES.OUT"	"MARKET.EQUITY"	"CASH.SHTINVEST"	"CURRENT.ASSETS"	"CURRENT.LIABILITIES"	"TOTAL.ASSETS"	"LTDEBT"	"PREFSTK.LIQUIDATE"	"NET.SALES"	"OPERINC.BEFOREDEP"	"DEPRECIATION.AMORTIZATION"	"INTEREST.EXPENSE"	"INCOME.BEFORE.EI"	"PREF.DIVIDENDS"	"DEFER.TAXES.INVEST.CREDIT"	"DEFER.TAXES.INCOME.AMT"	"EPS.INCLUDE.EI"	"PREFSTK.REDEMPTION"	"EPS.EXCLUDE.EI"	"COMMON.EQUITY"	"DEFER.TAXES"	"PREFSTK.CARRY"	"NET.INCOME"	"OPERINC.AFTERDEP"	"TOTAL.LIABILITIES"	"STOCKHOLDERS.EQUITY"	"CURRENT"	"QUICK"	"DtoA"	"DtoE"	"ROA"	"ROE"	"PE"	"Sector"	"Industry"
20031231	64899	"21036P20"	"CONSTELLATION BRANDS INC"	"STZ"	1	4	11	2084	30201020	32.990001678	-0.036788274	103	12069	398.15633026	13.81	1330.101	585.208	3196.33	1191.631	0	2731.612	466.069	56.347	105.387	203.306	0	145.239	21.05	2.26	0	2.26	1174.984	145.239	0	203.306	409.722	2021.346	1174.984	2.2728687919509	2.29646723899878	0.63239590405246	1.72031789369047	0.0636060732152187	0.173028739114745	14.5973458752212	"Consumer Staples"	"Food, Beverage & Tobacco"
20031231	46578	"18905410"	"CLOROX CO"	"CLX"	1	1	11	2842	30301010	48.560001373	0.0349531807	186179	211028	10247.51997	172	951	1451	3652	495	0	4144	1004	160	28	514	0	115	103	2.26	0	2.36	1215	115	0	493	844	2437	1215	0.655410062026189	0.77394900068918	0.667305585980285	2.00576131687243	0.13499452354874	0.405761316872428	20.5762717682203	"Consumer Staples"	"Household & Personal Products"
20031231	70500	"19121910"	"COCA COLA ENTERPRISES INC"	"CCE"	1	1	11	2086	30201030	21.870000839	0.0610170104	221992	454902	9948.7071218	80	3000	3941	25700	10552	0	17330	2584	1097	607	676	2	4965	237	1.48	0	1.48	4365	4965	0	676	1487	21335	4365	0.761228114691703	0.781527531083481	0.830155642023346	4.88774341351661	0.0263035019455253	0.154868270332188	14.7770275939189	"Consumer Staples"	"Food, Beverage & Tobacco"
20031231	40416	"5430310"	"AVON PRODUCTS INC"	"AVP"	1	1	11	2844	30302010	67.489997864	-0.014744557	361101	236508	15961.924415	694	2226.1	1587.7	3562.3	877.7	0	6876	1180.6	123.5	49	664.8	0	50.6	22.7	2.82	0	2.82	371.3	50.6	0	664.8	1057.1	3191	371.3	1.40209107514014	1.83920136045852	0.895769587064537	8.59412873687046	0.186621003284395	1.79046593051441	23.9326233560284	"Consumer Staples"	"Household & Personal Products"
20031231	77730	"90249410"	"TYSON FOODS INC"	"TSN"	1	4	11	2015	30202030	13.239999771	-0.030036619	391282	251008	3323.3458625	25	3371	2475	10486	3114	0	24549	1173	427	299	337	0	722	113	0.98	0	0.98	3954	722	0	337	746	6532	3954	1.3620202020202	1.37212121212121	0.622925805836353	1.65199797673242	0.032138088880412	0.0852301466868993	13.5102038479592	"Consumer Staples"	"Food, Beverage & Tobacco"
20031231	25320	"13442910"	"CAMPBELL SOUP CO"	"CPB"	1	1	11	2032	30202030	26.799999237	0.0526161119	194588	411067	11016.595286	32	1290	2783	6205	2249	0	6678	1373	241	188	626	0	245	72	1.45	0	1.52	387	245	0	595	1132	5818	387	0.463528566295365	0.47502694933525	0.937630942788074	15.0335917312661	0.0958904109589041	1.5374677002584	17.6315784453947	"Consumer Staples"	"Food, Beverage & Tobacco"
20031231	76149	"78651420"	"SAFEWAY INC"	"SWY"	1	1	11	5411	30101030	21.909999847	0.0559036061	643551	442300	9690.7929325	174.8	3507.7	3464.3	15096.7	7072.3	0	35552.7	2574.5	863.6	464.3	-169.8	0	421.9	-77.9	-0.38	0	-0.38	3644.3	421.9	0	-169.8	1710.9	11452.4	3644.3	1.01252778339058	1.06298530727708	0.75860287347566	3.14255138160964	-0.0112474911735677	-0.0465933101007052	-57.6578943342105	"Consumer Staples"	"Food & Drug Retailing"
20031231	84342	"61174210"	"MONSTER WORLDWIDE INC"	"MNST"	3	21	11	7310	20201040	21.959999084	-0.086142384	566520	108289	2378.0263409	142.255	566.983	639.995	1122.279	2.087	0	679.64	100.776	28.049	0.726	7.321	0	0	7.602	-0.73	0	0.07	468.192	0	0	-81.864	72.727	654.087	468.192	0.885917858733271	1.10819303275807	0.582820314734571	1.39704864670904	-0.0729444282571446	-0.174851343038753	313.714272628571	"Industrials"	"Commercial & Professional Services"
20031231	32870	"44045210"	"HORMEL FOODS CORP"	"HRL"	1	4	11	5013	30202030	25.809999466	-0.037299518	58988	138673	3579.1500559	97.976	823.974	441.99	2393.121	395.273	0	4200.328	390.398	83.374	31.864	185.779	0	10.962	-4.592	1.34	0	1.34	1252.735	10.962	0	185.779	307.024	1140.386	1252.735	1.86423674743772	2.08590692097106	0.476526677923933	0.910317026346354	0.0776304248719559	0.148298722395399	19.2611936313433	"Consumer Staples"	"Food, Beverage & Tobacco"
20031231	11850	"30231G10"	"EXXON MOBIL CORP"	"XOM"	1	1	11	2911	10102010	41	0.1325966567	2581145	6609800	271001.8	10626	45960	38386	174278	4756	0	213199	32230	9047	697	20960	0	20118	1641	3.24	0	3.16	89915	20118	0	21510	23183	84363	89915	1.19731151982494	1.47413119366436	0.484071426112303	0.938252794305733	0.123423495794076	0.23922593560585	12.9746835443038	"Energy"	"Energy"
20031231	14541	"16676410"	"CHEVRONTEXACO CORP"	"CVX"	1	1	11	2911	10102010	86.38999939	0.1503328979	594396	1068959	92347.367358	5267	19426	16111	81470	10894	0	112937	16979	5384	549	7426	0	6417	164	6.97	0	7.15	36295	6417	0	7230	11595	45175	36295	1.20576003972441	1.53267953572094	0.554498588437462	1.24466179914589	0.0887443230637044	0.199200991872159	12.0825173972028	"Energy"	"Energy"
20031231	14277	"80685710"	"SCHLUMBERGER LTD"	"SLB"	1	1	12	1381	10101020	54.720001221	0.1702366471	729974	585444	32035.496395	3108.973	10369.121	6794.73	20041.326	6097.418	0	13892.604	2605.387	1200	334.336	472.557	0	0	-97	0.66	0	0.81	5881.289	0	0	383.002	1405.387	14160.037	5881.289	1.52605342669981	1.98360994476602	0.706541922425692	2.40764176016516	0.0191106117429555	0.065122118637598	67.555557062963	"Energy"	"Energy"
20031231	34833	"67459910"	"OCCIDENTAL PETROLEUM CORP"	"OXY"	1	1	11	1311	10102010	42.240001678	0.1586696059	306086	385125	16267.680646	683	2474	2526	18168	4019	0	9326	4361	1257	275	1595	0	1001	61	3.98	0	4.16	7929	1001	0	1527	3104	10239	7929	0.979414093428345	1.24980205859066	0.563573315719947	1.29133560348089	0.0840488771466314	0.192584184638668	10.1538465572115	"Energy"	"Energy"
20031231	13928	"20825C10"	"CONOCOPHILLIPS"	"COP"	1	1	11	2911	10102010	65.569999695	0.1556220949	491322	680775	44638.416542	490	11192	14011	82455	16340	0	90491	13092	3730	1171	4593	0	8565	513	6.96	0	6.75	34366	8565	0	4735	9362	48089	34366	0.798800942116908	0.833773463707087	0.583215087017161	1.39931909445382	0.0574252622642654	0.13778152825467	9.71407402888889	"Energy"	"Energy"
20031231	75241	"72378710"	"PIONEER NATURAL RESOURCES CO"	"PXD"	1	4	11	1311	10102020	31.930000305	0.125881508	228111	118027	3768.602146	19.299	205.115	429.752	3951.572	1555.461	0	1298.647	820.776	390.84	96.836	395.179	0	12.121	-75.588	3.5	0	3.37	1759.772	12.121	0	410.592	429.936	2191.8	1759.772	0.477286900351831	0.522194195722184	0.554665333188918	1.24550225824709	0.103905989818735	0.23332113478337	9.47477753857567	"Energy"	"Energy"
20031231	75825	"26875P10"	"EOG RESOURCES INC"	"EOG"	1	1	11	1311	10102020	46.169998169	0.1008583605	181277	115086	5313.5204093	4.443	396.014	576.519	4749.015	1008.872	150	1739.98	1223.595	530.976	67.252	437.276	11.032	769.128	191.726	3.66	150	3.72	2074.965	769.128	148.416	430.145	692.619	2525.634	2223.381	0.686905375191451	0.694611972892481	0.5318227042871	1.13594296254218	0.0905756246295284	0.193464368005304	12.4112898303763	"Energy"	"Energy"
20031231	70332	"3251110"	"ANADARKO PETROLEUM CORP"	"APC"	1	1	11	1311	10102020	51.009998322	0.1384375244	411285	250898	12798.306559	62	1324	1715	20546	5058	89	5122	3648	1400	374	1245	5	4252	512	5.16	89	4.97	8510	4252	89	1292	2248	11947	8599	0.77201166180758	0.808163265306122	0.581475713034167	1.38934759855797	0.0628832862844349	0.150250029073148	10.2635811513078	"Energy"	"Energy"
20031231	23819	"40621610"	"HALLIBURTON COMPANY"	"HAL"	1	1	11	1389	10101020	26	0.1134903431	843305	438064	11389.664	1815	7919	6542	15463	3415	0	16246	1166	518	139	339	0	0	-113	-1.89	0	0.78	2547	0	0	-820	648	12916	2547	1.21048608988077	1.48792418220728	0.835284226864127	5.07106399685905	-0.0530298131022441	-0.321947389085198	33.3333333333333	"Energy"	"Energy"
20031231	39490	"3741110"	"APACHE CORP"	"APA"	1	1	11	1311	10102020	81.099998474	0.1295263916	269031	162038	13141.281553	33.503	899.072	820.378	12416.126	2326.966	100	4198.92	3127.904	1073.286	171.253	1095.253	5.68	1697.238	546.357	6.92	100	6.76	6434.411	1697.238	98.387	1121.885	2054.618	5883.328	6532.798	1.09592407402441	1.13676256554905	0.47384570678487	0.900583180438152	0.0903570888375327	0.171731163277971	11.9970411943787	"Energy"	"Energy"
20031231	38156	"96945710"	"WILLIAMS COS"	"WMB"	1	1	11	2879	55103010	9.8199996948	0.0479743667	468346	518387	5090.5601818	2456	8795	6270.1	27021.8	11039.8	0	16834.1	1849.3	671.2	1286.4	15.2	29.5	2453.4	66.6	-1.01	0	-0.03	4102.1	2453.4	0	-492.2	1178.1	22919.7	4102.1	1.40268895232931	1.79438924419068	0.848192940514696	5.58730893932376	-0.018214922766063	-0.119987323565978	-327.33332316	"Utilities"	"Utilities"
20031231	61815	"65504410"	"NOBLE ENERGY INC"	"NBL"	1	4	11	1311	10102020	44.430000305	0.1205548197	85247	56752	2521.4913773	62.374	478.387	654.718	2842.649	776.021	0	965.324	484.234	309.343	61.111	89.892	0	163.146	8.772	1.37	0	1.58	1073.573	163.146	0	77.992	174.891	1769.076	1073.573	0.73067641335659	0.82594491063328	0.622333605028268	1.64783950416041	0.0274363806435476	0.0726471325191673	28.1202533575949	"Energy"	"Energy"
20031231	77015	"81782620"	"7 ELEVEN INC"	"SE"	1	4	11	5411	30101030	16.049999237	-0.021341488	25819	111543	1790.2650649	192.935	675.098	842.275	3348.903	1735.49	0	10881.716	510.405	306.907	83.918	87.408	0	155.303	25.338	0.6	0	0.82	340.022	155.303	0	64.094	203.498	3008.881	340.022	0.801517319165356	1.03058146092428	0.898467647465454	8.849077412638	0.019138804557791	0.188499567675033	19.5731698012195	"Consumer Staples"	"Food & Drug Retailing"
20031231	15069	"56584910"	"MARATHON OIL CORP"	"MRO"	1	1	11	1311	10102010	33.090000153	0.1175278425	266630	310248	10266.106367	1396	6040	4207	19482	4085	0	36678	2988	1175	282	1012	0	1489	71	4.26	0	3.26	6075	1489	0	1321	1813	13407	6075	1.43570240076064	1.7675303066318	0.688173698798891	2.20691358024691	0.0678061800636485	0.217448559670782	10.1503067953988	"Energy"	"Energy"
20031231	75034	"5722410"	"BAKER HUGHES INC"	"BHI"	1	1	11	1389	10101020	32.159999847	0.1143450886	457172	334847	10768.679469	98.4	2523.9	1301.9	6302.2	1133	0	5292.8	957	349.2	103.1	180.1	0	127.1	-35.5	0.38	0	0.54	3350.4	127.1	0	128.9	607.8	2951.8	3350.4	1.93862815884477	2.01421000076811	0.468376122623846	0.881029130850048	0.0204531750817175	0.0384730181470869	59.5555552722222	"Energy"	"Energy"
20031231	85269	"91913Y10"	"VALERO ENERGY CORP NEW"	"VLO"	1	1	11	2911	10102030	46.340000153	0.075174056	243536	120268	5573.2191384	412.9	3817.3	3064.3	15664.2	4245.1	200.5	37968.6	1758.3	510.5	304.4	621.5	4.3	1604.6	287.2	5.37	200.5	5.37	5534.7	1604.6	200.5	621.5	1247.8	9929	5735.2	1.24573312012531	1.38047841268805	0.633865757587365	1.73123866648068	0.0396764596979099	0.108365880875994	8.62942274729981	"Energy"	"Energy"
20031231	87137	"25179M10"	"DEVON ENERGY CORP NEW"	"DVN"	2	15	11	1311	10102020	57.259998322	0.1610615402	343171	232557	13316.21343	1273	2364	2071	27162	8580	150	7352	4442	1793	502	1731	10	4370	321	8.32	150	8.24	11055	4370	1	1747	2649	16106	11056	1.14147754707871	1.75615644616127	0.592960753994551	1.45676555716353	0.0643177969221707	0.158013748191028	6.94902892257282	"Energy"	"Energy"
20031231	89004	"30249U10"	"F M C TECHNOLOGIES INC"	"FTI"	1	4	11	3533	10101020	23.299999237	0.0949247405	79399	66236	1543.2987495	29	949.4	845.1	1590.6	201.1	0	2307.1	168.2	48.2	11.4	75.6	0	0	7.8	1.14	0	1.14	429.3	0	0	75.6	120	1161.3	429.3	1.12341734705952	1.15773281268489	0.73010184835911	2.70510132774284	0.047529234251226	0.176100628930818	20.4385958219298	"Energy"	"Energy"
20031231	51596	"49455P10"	"KINDER MORGAN INC KANSAS"	"KMI"	1	1	11	4923	55102010	59.099998474	0.0844036415	103822	123232	7283.011012	28.234	276.32	476.361	10036.711	3209.329	0	1097.897	518.134	117.528	151.144	381.704	0	2477.329	29.33	3.11	0	3.11	2666.117	2477.329	0	381.704	400.606	7370.594	2666.117	0.580064278981697	0.639334454331904	0.734363478235051	2.76454259134164	0.0380307851845091	0.143168510609249	19.0032149434084	"Utilities"	"Utilities"
20031231	50017	"75281A10"	"RANGE RESOURCES CORP"	"RRC"	1	4	11	1311	10102020	9.4499998093	0.1962024868	51034	56211	531.19393928	0.631	66.092	106.964	830.091	358.18	50	250.449	159.844	86.549	22.165	30.924	0.803	10.843	18.319	0.64	50	0.56	224.066	10.843	50	35.415	73.295	556.025	274.066	0.617890131259115	0.623789312291986	0.669836198681831	2.02879963220538	0.0426639970798382	0.129220698663826	16.8749996594643	"Energy"	"Energy"
20031231	37284	"88160910"	"TESORO PETROLEUM CORP"	"TSO"	1	4	11	2911	10102030	14.569999695	0.1490535736	169264	64620	941.51338028	77.2	1024	687	3661.3	1605.3	0	8717.7	477.4	117.3	178.2	76.1	0	179.2	55.5	1.18	0	1.18	965.4	179.2	0	76.1	360.1	2695.9	965.4	1.49053857350801	1.60291120815138	0.736323163903531	2.79252123472136	0.0207849670881927	0.0788274290449555	12.3474573686441	"Energy"	"Energy"
20031231	78877	"16516710"	"CHESAPEAKE ENERGY CORP"	"CHK"	1	4	11	1311	10102020	13.579999924	0.1159836203	569234	216521	2940.3551635	40.581	342.404	513.156	4572.291	2057.713	552.4	1717.432	1051.122	369.465	167.356	310.592	22.469	191.026	185.36	1.38	552.4	1.36	1180.41	191.026	552.4	312.981	681.657	2839.481	1732.81	0.66725128420987	0.746332499278972	0.621019309575878	1.63865686370693	0.0684516799127615	0.180620495034078	9.98529406176471	"Energy"	"Energy"
20031231	28345	"62671710"	"MURPHY OIL CORP"	"MUR"	1	4	11	2911	10102010	65.309997559	0.0897713527	97018	91856	5999.1151357	252.425	1038.855	810.326	4712.647	1090.307	0	5275.099	725.224	355.685	57.751	301.19	0	421.7	4.047	3.2	0	3.28	1950.883	421.7	0	294.197	369.539	2761.764	1950.883	1.28202106312768	1.59353149226361	0.586032435699088	1.41564819622704	0.0624271242891734	0.150801970184783	19.9115846216463	"Energy"	"Energy"
20031231	24328	"29454910"	"EQUITABLE RESOURCES INC"	"EQT"	1	4	11	4923	55103010	42.919998169	0.0417475104	39723	62253	2671.898646	37.334	550.061	702.827	2939.892	632.147	0	1047.277	380.355	78.138	46.566	173.557	0	472.002	69.084	2.74	0	2.8	965.34	459.877	0	170.001	302.217	1974.552	965.34	0.782640678289252	0.835760436067482	0.671640999057108	2.04544719995028	0.057825593593234	0.176104792093977	15.3285707746429	"Utilities"	"Utilities"
20031231	82196	"24791620"	"DENBURY RESOURCES INC"	"DNR"	1	4	11	1311	10102020	13.909999847	0.1004746407	66248	54132	752.97611174	24.188	108.155	126.574	982.621	298.203	0	393.651	272.494	94.708	23.201	53.941	0	68.555	26.303	1.05	0	1	421.202	68.555	0	56.553	177.786	561.419	421.202	0.854480383017049	1.04557808080648	0.571348464972762	1.33289727969003	0.057553217364579	0.134265744227235	13.909999847	"Energy"	"Energy"
20031231	62519	"26874Q10"	"E N S C O INTERNATIONAL INC"	"ESV"	1	4	11	1381	10101010	27.170000076	0.0749012232	324833	149874	4072.0765914	354	543.3	187.4	3183	549.9	0	790.8	317	135	38.7	107.2	0	345.9	28.1	0.72	0	0.71	2081.1	345.9	0	108.3	182	1101.9	2081.1	2.8991462113127	4.78815368196371	0.346182846371348	0.529479602133487	0.0340245051837889	0.0520397866512902	38.2676057408451	"Energy"	"Energy"
20031231	45495	"77938210"	"ROWAN COMPANIES INC"	"RDC"	1	1	11	1381	10101010	23.170000076	0.0944733098	258505	94063	2179.4397172	58.227	444.224	150.365	2190.809	569.067	0	679.088	88.987	86.851	20.027	-7.774	0	218.279	-3.677	-0.08	0	-0.08	1136.83	218.279	0	-7.774	2.136	1053.979	1136.83	2.95430452565424	3.34154224719848	0.481091231595269	0.927121029529481	-0.00354846086536982	-0.00683831355611657	-289.62500095	"Energy"	"Energy"
20031231	90537	"G6542210"	"NOBLE CORP"	"NE"	1	1	12	1381	10101010	35.779998779	0.0347020514	360309	132078	4725.7506788	237.843	421.959	244.023	3189.633	541.907	0	987.38	365.793	147.111	41.307	166.416	0	213.357	4.376	1.26	0	1.26	2178.425	213.357	0	166.416	218.682	1011.208	2178.425	1.72917716772599	2.70385168611156	0.31702957675695	0.464192248987227	0.0521740275448617	0.0763928067296326	28.3968244277778	"Energy"	"Energy"
20031231	29102	"G6359F10"	"NABORS INDUSTRIES LTD"	"NBR"	2	15	12	1381	10101010	41.5	0.1179957241	354979	146588	6083.402	919.673	1515.647	598.373	5602.692	1985.553	0	1880.003	437.647	235.127	71.64	192.228	0	372.824	-26.099	1.31	0	1.31	2490.275	372.824	0	192.228	202.52	3112.417	2490.275	2.53294684085011	4.069902886661	0.555521702781449	1.24982863338386	0.0343099352953901	0.0771914748371164	31.6793893129771	"Energy"	"Energy"
20031231	82298	"25271C10"	"DIAMOND OFFSHORE DRILLING INC"	"DO"	1	4	11	1381	10101010	20.510000229	0.1686610281	212555	130336	2673.1913898	610.34	835.263	100	3135.019	928.03	0	680.941	138.184	177.176	26.129	-48.414	0	384.505	23.213	-0.37	0	-0.37	1680.48	384.505	0	-48.414	-38.992	1454.539	1680.48	8.35263	14.45603	0.463964971185183	0.865549723888413	-0.0154429686072078	-0.0288096258211939	-55.4324330513514	"Energy"	"Energy"
20031231	32707	"42345210"	"HELMERICH & PAYNE INC"	"HP"	1	4	11	1311	10101010	27.930000305	0.1589211524	88785	50169	1401.2201853	38.189	197.531	88.618	1415.835	200	0	507.331	120.791	82.513	14.089	17.873	0	181.737	41.391	0.36	0	0.36	917.251	181.737	0	17.873	38.278	498.584	917.251	2.2290166783272	2.65995621657	0.352148378871832	0.543563321271931	0.0126236461169557	0.0194853971268497	77.5833341805556	"Energy"	"Energy"
20031231	88991	"70454910"	"PEABODY ENERGY CORP"	"BTU"	1	4	11	1221	15104020	41.709999084	0.2376854122	124674	54180	2259.8477504	117.502	682.74	631.968	5280.265	1173.49	0	2829.48	353.999	234.336	99.74	41.492	0	434.426	-48.259	0.59	0	0.78	1132.057	434.426	0	31.348	119.663	4148.208	1132.057	1.08033951086131	1.26626981112968	0.785606025455162	3.66431018932792	0.00593682324656054	0.0276911851611712	53.4743578	"Materials"	"Materials"
20031231	79915	"65129010"	"NEWFIELD EXPLORATION CO"	"NFX"	1	4	11	1311	10102020	44.540000916	0.0889975354	84788	56020	2495.1308513	15.347	238.916	300.218	2733.089	643.459	0	1016.986	797.964	394.701	57.803	210.906	0	242.839	99.066	3.67	0	3.88	1368.578	242.839	0	199.489	403.263	1364.511	1368.578	0.795808379244416	0.846927899060016	0.49925597007635	0.997028302369321	0.0729903051089811	0.145763705101207	11.4793816793814	"Energy"	"Energy"
20031231	79328	"24950910"	"DEPARTMENT 56 INC"	"DFS"	1	4	11	5199	25201050	13.100000381	-0.072894529	8610	13161	172.40910502	22.487	69.801	20.152	142.304	0	0	191.714	41.394	4.993	1.954	16.408	0	4.841	-2.809	1.25	0	1.25	114.296	4.841	0	16.408	36.401	28.008	114.296	3.46372568479555	4.57959507741167	0.196818079604228	0.245047945684888	0.115302451090623	0.143557079862812	10.4800003048	"Consumer Discretionary"	"Consumer Durables & Apparel"
20031231	45751	"57174810"	"MARSH & MCLENNAN COS INC"	"MMC"	1	1	11	6411	40301010	47.88999939	0.0846084803	459057	530241	25393.241166	665	3901	4089	15053	2910	0	11588	2906	391	185	1540	0	0	90	2.89	0	2.89	5451	0	0	1540	2515	9602	5451	0.954022988505747	1.11665443873808	0.637879492459975	1.76151164923867	0.102305188334551	0.28251696936342	16.5709340449827	"Financials"	"Insurance"
20031231	48506	"61536910"	"MOODYS CORP"	"MCO"	1	1	11	7323	40201040	60.549999237	0.0570879988	90336	148800	9009.8398865	269.1	569	432.1	941.4	301.3	0	1246.6	695.7	32.6	23.5	363.9	0	32	-6.1	2.44	0	2.44	-32.1	32	0	363.9	663.1	973.5	-32.1	1.31682480907197	1.93959731543624	1.03409815168897	-30.3271028037383	0.386551943913321	-11.3364485981308	24.8155734577869	"Financials"	"Diversified Financials"
20031231	20415	"52728810"	"LEUCADIA NATIONAL CORP"	"LUK"	1	4	11	7379	40201030	46.099998474	0.0905881971	27801	69644	3210.5882937	928.753	1350.363	657.328	4397.164	1154.878	0	556.375	75.244	65.723	46.311	84.358	0	0	-23.75	1.58	0	1.38	2134.161	0	0	97.054	9.521	2263.003	2134.161	2.05432143465667	3.46724314193219	0.514650579327949	1.06037126533565	0.0220719536501254	0.0454764190705387	33.4057959956522	"Financials"	"Diversified Financials"
20031231	22111	"47816010"	"JOHNSON & JOHNSON"	"JNJ"	1	1	11	2834	35202010	51.659999847	0.0478701964	1858197	2968143	153334.26693	9523	22995	13448	48263	2955	0	41862	12740	1869	315	7197	0	780	-720	2.42	0	2.42	26869	780	0	7197	10871	21394	26869	1.70991969066032	2.41805472932778	0.443279530903591	0.796233577728981	0.149120444232642	0.267855149056534	21.3471073747934	"Health Care"	"Pharmaceuticals & Biotechnology"
20031231	21936	"71708110"	"PFIZER INC"	"PFE"	1	1	11	2834	35202010	35.330001831	0.0524278283	3452805	7631523	269621.72156	11952	29741	23657	116775	5755	219	45188	17122	4078	290	1639	4	13238	-104	0.54	219	0.22	65158	13238	219	3910	13044	51398	65377	1.25717546603542	1.76239590818785	0.440145579105117	0.786178625510501	0.0334831941768358	0.0598069657524818	160.590917413636	"Health Care"	"Pharmaceuticals & Biotechnology"
20031231	22752	"58933110"	"MERCK & CO INC"	"MRK"	1	1	11	2834	35202010	46.200000763	0.1470443904	1935322	2224997	102794.8631	4173	11527.2	9569.6	40587.5	5096	0	22485.9	9965.6	1314.2	350.9	6589.6	0	1125.6	131.7	3.05	0	2.95	15576.4	1125.6	0	6830.9	8651.4	25011.1	15576.4	1.20456445410466	1.64063283731817	0.616226670773021	1.60570478416065	0.168300585155528	0.438541639916797	15.6610172077966	"Health Care"	"Pharmaceuticals & Biotechnology"
20031231	77274	"37555810"	"GILEAD SCIENCES INC"	"GILD"	3	25	11	2830	35201010	58.279998779	-0.006816659	629820	213253	12428.38458	707	1265.898	185.895	1554.722	345.323	0	867.864	356.676	16.533	21.897	-72.003	0	0	-111.57	-0.36	0	-0.36	1002.974	0	0	-72.003	340.143	551.748	1002.974	6.80974743806988	10.612969687189	0.354885310685769	0.550111967010112	-0.0463124597194868	-0.0717894980328503	-161.888885497222	"Health Care"	"Pharmaceuticals & Biotechnology"
20031231	14008	"3116210"	"AMGEN INC"	"AMGN"	3	21	11	2830	35201010	61.790000916	0.0723707378	1876070	1283700	79319.824175	5122.9	7402.2	2246.3	26176.5	3079.5	0	8356	3758	686.5	55	2259.5	0	1461.6	-189.6	1.75	0	1.75	19389.1	1461.6	0	2259.5	3071.5	6787.4	19389.1	3.29528558073276	5.57588033655344	0.2592936412431	0.350062664074145	0.0863178805417073	0.116534547761371	35.308571952	"Health Care"	"Pharmaceuticals & Biotechnology"
20031231	19393	"11012210"	"BRISTOL MYERS SQUIBB CO"	"BMY"	1	1	11	2834	35202010	28.600000381	0.0960151777	1162545	1939286	55463.58034	5457	11918	7530	27471	8522	0	20894	5803	789	312	3106	0	0	249	1.6	0	1.6	9786	0	0	3106	5014	17685	9786	1.58273572377158	2.3074369189907	0.643769793600524	1.8071735131821	0.113064686396564	0.317392192928674	17.875000238125	"Health Care"	"Pharmaceuticals & Biotechnology"
20031231	76841	"09062X10"	"BIOGEN IDEC INC"	"BIIB"	3	21	11	2830	35201010	36.700000763	-0.038763739	631719	330410	12126.047252	835.959	1838.664	404.825	9503.945	887.27	0	679.183	44.839	61.308	21.982	-875.097	0	1108.318	-27.666	-4.92	0	-4.92	7053.328	1108.318	0	-875.097	-16.469	2450.617	7053.328	4.54187364910764	6.60686222441796	0.257852607522455	0.347441236250462	-0.0920772373998376	-0.124068666592565	-7.45934974857724	"Health Care"	"Pharmaceuticals & Biotechnology"
20031231	77668	"30218210"	"EXPRESS SCRIPTS INC"	"ESRX"	3	21	11	8093	35102015	66.430000305	0.0267388467	206400	77572	5153.1079837	396.04	1560.135	1626.408	3409.174	455.018	0	13294.517	503.155	54.03	36.25	250.628	0	112.1	34.438	3.21	0	3.22	1193.993	112.1	0	249.6	449.125	2215.181	1193.993	0.959251922026945	1.20275785657719	0.649770589591496	1.85527134581191	0.0732142155255203	0.209046451696115	20.6304348773292	"Health Care"	"Health Care Equipment & Services"
20031231	60097	"58505510"	"MEDTRONIC INC"	"MDT"	1	1	11	3845	35101010	48.61000061	0.077046454	820427	1212066	58918.529	1492.8	4605.5	1813.3	12320.8	1980.3	0	7665.2	3061.7	408.1	47.2	1599.8	0	304.3	237.9	1.31	0	1.31	7906.4	304.3	0	1599.8	2653.6	4414.4	7906.4	2.53984448243534	3.3630949098329	0.358288422829686	0.558332490134575	0.129845464580222	0.202342406151978	37.1068706946565	"Health Care"	"Health Care Equipment & Services"
20031231	27887	"7181310"	"BAXTER INTERNATIONAL INC"	"BAX"	1	1	11	2834	35101010	30.520000458	0.1179727092	659298	610302	18626.417319	927	5437	3819	13779	4421	0	8916	2113	497	87	922	0	0	108	1.47	0	1.54	3323	0	0	881	1616	10456	3323	1.42367111809374	1.66640481801519	0.758835909717686	3.146554318387	0.0639378764786995	0.265121877821246	19.8181821155844	"Health Care"	"Health Care Equipment & Services"
20031231	62092	"88355610"	"THERMO ELECTRON CORP"	"TMO"	1	1	11	3829	45203010	25.200000763	0.0543933548	143438	162822	4103.1145242	418.238	1395.256	684.793	3388.969	229.509	0	2097.135	292.102	58.548	18.676	172.697	0	11.589	-17.753	1.23	0	1.06	2382.806	11.589	0	200.009	233.554	1006.163	2382.806	2.03748578037451	2.64823676643891	0.296893539008471	0.422259722360948	0.0590176540416864	0.0839384322517234	23.7735856254717	"Information Technology"	"Technology Hardware & Equipment"
